Info3	hippocampus	kidney	spleen	liver	striatum	cerebellum	cortex	all
Smo	2830.2293340128	1265.6049804688	1803.2100219727	1656.9344455639	1816.8363730334	2029.8805714761	2808.6588405928	2333.2930771114
Ins1	835.5168039411	623.5400085449	797.5249938965	1025.3677008977	930.2793310543	659.0909245382	1015.1372846324	869.8407265271
Dhx8	2341.1716895565	712.6700134277	1034.8550262451	1081.2028213623	1183.8581073896	2176.4333977382	2903.4923240135	2201.5266706402
Olr1320_predicted|Olr1318_predicted|Olr1257_predicted	269.0284095399	174.0499954224	145.6299972534	200.1239535276	249.706986924	318.1573368878	246.6895959909	233.5813889351
null	3125.043317016	1193.7649841309	1394.2600097656	3200.876485153	1858.1640367862	3629.3411392571	2749.1927934805	2766.8119557185
null	44909.1492307438	110436.88671875	289883.5625	120321.000520273	16304.7722204793	55867.1837039232	50730.7328895653	54881.5315402201
RGD1306538	17940.2848802373	18111.64453125	22185.7001953125	26651.4345556574	8679.0767872713	41663.0260670298	17151.4317847665	17853.4673967629
Mrpl22_predicted	6509.6446197442	11861.0249023438	9631.865234375	11443.3437080483	4402.2773677944	5979.0839895911	7433.0666077929	7106.6665662688
Galnt13	1410.0748713709	262.6549911499	161.0050010681	234.2753946718	5533.9686308115	7077.5455295319	2995.6132970676	2325.0207299278
RGD1305409_predicted	2275.3668461428	1131.3099975586	1405.9649963379	843.892113494	2040.1043487658	1629.1737247137	1763.8680690433	1711.861918376
LOC304454|Frg1_predicted	12967.0470491107	4224.4100341797	6654.5948486328	4459.6734369933	9991.3481999834	10840.240573989	11676.010409656	10463.4744939703
Grik4	20733.536297908	542.0449981689	198.0500030518	275.4321182262	3330.8243311398	2369.0049856032	6283.9656365185	4748.967148013
null	206.4594369797	239.0400009155	228.4050064087	168.8669448387	337.250030669	278.3491721461	218.6268433915	220.7483548538
RGD1309437	7082.7955768836	4302.3349609375	5064.8549804688	3421.0068253656	6666.3808807411	7042.4895174919	9067.6270211767	7186.063366173
LOC361943	3444.9125889856	217.9850006104	193.9250030518	157.6767538204	3230.231932874	640.9462501712	6824.2085159381	3792.3183511254
Bat4	8323.60592041	8252.8500976563	11870.7451171875	4899.7666283768	6759.4163472427	10546.1950024356	9854.2744454857	9022.4282193155
LOC317402	6391.9244023358	1496.0650024414	1624.875	1363.073191934	5183.5245292378	5189.4721844849	8180.4608771409	6223.0339506909
RGD1310604_predicted	5931.0690832571	918.6850280762	1127.5400390625	1974.2544668457	2557.4340889674	4134.9160510512	5560.7602018881	4691.173588632
null	186.4264929288	130.0199966431	196.3199996948	165.0514882297	145.6160467747	189.9883677656	271.9385247061	205.5506693067
null	318.7804596575	307.7350006104	193.9550018311	391.6846240124	346.1344092623	343.8417045585	541.0916844181	374.9970762929
LOC360685	375.6145486477	547.8949890137	297.3450088501	237.7540629293	178.2811141933	187.9564162288	234.6076622254	228.6699416734
null	266.3181936065	138.0250015259	175.5400009155	190.0695918436	234.8916462609	141.9325119855	194.0877474834	186.3157392326
Ctf1	1001.6507764123	2504.7449951172	597.9200057983	1674.4054397274	628.5047144576	1057.0723174666	1290.9925669844	1192.9604454136
LOC294513|LOC363376	2289.9403904686	763.9450073242	1153.9150390625	3412.911809802	1602.2310104429	1707.4628119474	1811.1961319196	1804.5909649228
null	3721.9423543909	1983.6550292969	1518.5800170899	2858.0179441598	4273.153727101	3977.6277885246	3589.941595378	3543.9340268209
null	381.3639163707	190.1149978638	323.8499908447	198.1706591337	475.5757382368	535.5078534522	347.6264943558	363.4294814508
LOC500180|LOC500183	778.2414979326	2438.7300415039	1444471.625	13478.4351817346	606.7642352712	439.475068843	685.621125825	649.5388654935
Sipa1l2|LOC497727	4472.3802664107	2300.8650512695	3144.5799560547	494.802447247	1888.8673852928	4411.0854464934	3521.2375171531	3345.075044634
Rhebl1	2865.3956078954	350.120010376	2724.6700439453	237.2426948709	3891.6743867843	3926.429973349	4673.6006646892	3616.9095338999
LOC367676|LOC501223|LOC501092|LOC501253|LOC501222|LOC363306|LOC501093|LOC301748|LOC501393|LOC501493|LOC364164|LOC501224|LOC501470|LOC363181|LOC363379|LOC316192|LOC501254|LOC302210|LOC498374|LOC501252|LOC501094|LOC367381|LOC501245|LOC363318|LOC501399|LOC501225|LOC501090|LOC501091|LOC363380|LOC498370|LOC301188|LOC363385|LOC501226|LOC501255|LOC501398|LOC501397|LOC501396|LOC498371	105.1209998171	285.0999908447	128.8250045776	143.4557994016	156.1653828825	202.0350764762	183.8687695755	150.9289727877
null	5951.3500694463	2539.0599365234	295.0750045776	4239.9983002358	4609.0636656321	7353.9183808886	7576.3896875173	6497.8668119917
Klrh1	287.7763838212	231.6300048828	198.5400009155	494.6900326992	355.234625697	319.0578999684	303.5719632725	316.8211876932
null	214.3259068589	155.1149978638	149.0049972534	116.2580756818	151.1057008282	142.1822817127	184.8416618938	158.1446047765
LOC311858	283.7683766082	257.6050033569	428.0600128174	617.4520315064	224.2101106939	183.989834365	235.1375207635	257.8255649544
null	209.015607813	218.6549987793	314.3399963379	306.728810376	150.1669048071	200.7215780457	235.4711928936	225.8639126949
null	253.3946494179	163.5200042725	126.4049987793	209.8689405993	212.1224564124	192.2929871753	256.2905925962	234.8368836513
null	1321.5632008774	1157.6999816895	1900.5149536133	986.0299780612	1178.8374686554	1389.1257774254	1319.139135404	1287.8517392636
Kcnj9	3020.0534316126	158.7149963379	191.1849975586	256.1441238854	602.4035694102	1483.7277537583	5515.5100042627	2902.5456396438
RGD1306643_predicted	617.1642101071	436.390007019	241.1599960327	486.2182384775	262.3434925076	348.7086587663	642.5056509638	522.0466172491
Serpinb10	128.9082189933	241.5549926758	5145.455078125	175.3907936533	229.2786592512	728.7811873317	720.5196090042	251.0966754422
Txn2	12959.7473936198	16418.7099609375	11016.1196289063	22884.8914389188	7713.0181388172	9709.6144339308	12232.5495689101	11733.4845788136
null	199.2442312699	249.3249969482	225.7350006104	229.5953100768	523.8585574124	230.3345858977	291.5222208189	244.4711691788
Sirt5	32633.7542076915	9258.669921875	5069.5300292969	8645.8728918586	30801.0813777911	35019.0511746532	37863.8154294411	30682.0980534323
Usp52	3831.8273999617	6022.2900390625	7379.5051269531	5634.415606198	3206.6944547521	6100.2156573593	3916.7518632795	4234.1128327479
Pde8b	321.0937256816	655.8899841309	332.234992981	178.7641575456	350.7238344527	204.8167678372	358.3070489627	314.7452148955
Homez	284.4170970262	286.2050018311	322.8450012207	518.9670355082	444.8106412635	302.5342333715	467.0124520442	360.4209238672
RGD1305050_predicted	58109.4631643233	89767.09375	50360.244140625	27722.2046300746	45776.4118021038	67306.5402499153	64540.0820402595	62469.0261904113
null	414.6702541341	318.2600097656	234.0450057983	297.107431958	391.6683120676	288.7151378366	355.7772160466	328.0966533303
Supt6h	354.5362598547	329.6399993896	246.6699981689	197.7704714079	373.769236985	447.1509789466	196.6496315008	253.9828497096
Muted_predicted	26058.5707100032	23810.2451171875	18512.7348632813	14331.0859578093	19196.2355026869	36640.6811046197	23784.3053250514	23620.9693992186
null	1390.7256151711	463.7900085449	218.2949981689	2055.6887230243	900.1206338247	3309.785685468	1433.8045575658	1218.0036943218
null	96.2836820668	122.6100006104	100.0349960327	114.2373215169	114.5917250589	92.6948634237	108.8439379286	110.0666517957
null	251.1796717274	207.9599990845	269.0700073242	223.5358254287	337.4866946745	275.7685626124	267.8098479449	267.6858176957
Zfp503_predicted	830.2037849817	929.125	667.6699981689	815.5282054775	888.4033151838	730.1058626246	760.6645777229	783.3735758388
Olr128_predicted	240.2891689857	117.1199989319	143.9149971008	97.2990170179	197.3985642112	165.342081022	205.9490444041	177.3794524674
Mark2	989.3180203257	420.1400146484	443.4200134277	381.0417828251	787.4459897342	398.1261760307	1257.9023869859	820.5346104317
RGD1307773_predicted	20210.7922398434	16104.9599609375	11329.7451171875	13615.9022650921	10415.8940837008	27346.4915126426	24095.0200241169	20085.9368072747
null	8336.9824502405	16023.205078125	73073.599609375	22658.1333452025	4022.7422720364	7846.255855969	8195.6036731581	8858.9376429994
null	404.5256733869	338.6300125122	248.4499969482	189.9318588083	259.5644798717	244.1416835423	292.3767474862	276.9331694488
LOC365807	255.6811238583	283.4550056458	247.1849975586	164.629694378	337.8647208084	183.8915386209	181.9785452038	197.4773474297
LOC364755	277.6894558681	330.2299957275	277.390007019	1411.5970332898	390.8587554888	537.1699431269	478.2274870627	405.3634465746
Gpc3	11224.7201995428	40693.634765625	2438.9550170899	515.3949053701	4455.0622294733	4053.3099375623	9947.4132757657	7859.4200506078
LOC500441	8623.2175431848	390.1900100708	609.3149719238	377.8142863298	9172.6206907692	3734.591538668	7352.1871447512	6267.1713242747
MGC114439	8180.5000091474	2863.4899902344	3267.4149169922	3343.5524592103	4917.9237744724	7812.6026499522	8488.6015332135	7062.9534654847
null	176.0888392981	173.7499961853	241.8499984741	201.9558448997	152.5163552882	191.4782992185	198.1052829131	195.5477874307
null	291.1981864637	162.25	324.1950073242	300.7228536867	241.0751298346	237.1187542385	282.6937812481	252.2268171356
RGD1308893	418.4637685213	355.8150024414	234.6800003052	311.401720115	313.2308982384	569.1323500447	569.7863406785	465.6278276819
LOC498977|Dctn3_predicted	35924.0118306453	15832.96484375	9148.8352050781	9664.8660848844	18758.0258734734	26801.8593239537	40623.1924656496	29548.3703183972
Vim	30162.5845693427	28622.6748046875	167724.28125	19970.1388299434	35125.8968986546	82396.9605349005	66578.3988827865	54482.1259687064
Gpr155_predicted	2167.7844448609	217.7350006104	231.6949996948	228.1412273714	1039.8716099136	597.8561943808	717.4933883173	689.3464032625
Bmp2	434.1002173696	407.9450073242	6434.5900878906	7797.7867695352	3750.7564796983	527.7422663459	1355.9153420638	1261.6215780906
Htatip	834.6888860586	614.0400085449	484.8500137329	189.7024759681	485.9497751955	676.3682180046	756.2365626852	677.8433889833
Sstr2	1980.7131029229	444.9850006104	401.9249954224	525.0828551353	1291.6030448684	777.662637919	1770.3333594485	1272.6739391519
Spag1	454.5596548282	170.5400009155	134.3450012207	123.8119129434	197.863609925	514.7610813887	194.4369743862	209.9719727694
null	193.6649781532	181.2949981689	164.7899971008	231.8361324273	147.3760342967	208.6737492825	197.7142376732	184.1406553753
Dhcr7	14877.4277118201	6222.8601074219	2329.5650024414	83110.2435877486	7190.0111513776	5215.4192221517	12448.6684989605	11584.5563181188
Aox2	248.3126955151	243.6450042725	190.3899993896	235.6028745083	184.948479721	187.0545200344	203.8180184853	207.6330683796
null	218.5221239534	461.7149963379	147.1000061035	163.8250644052	254.3349654234	257.659445481	212.1282566297	226.24500592
RGD1310323	5053.3801833142	9620.3100585938	13890.8002929688	3158.8937120083	3908.1889613782	7615.0028728837	4823.8421683747	5342.2982497557
null	154.6869880569	160.1500015259	89.6100025177	265.2419778635	166.7229624509	161.3356466051	172.7796769433	163.3943395368
null	366.9736993354	480.7900009155	265.174987793	243.010473456	379.8757810952	439.307874892	311.9656500866	321.1001262439
null	6025.5064657599	850.4100189209	1661.2799682617	1611.5831258348	3568.3257801524	3696.6282773825	6683.0925785074	5115.433690606
Il5	192.2122862237	133.6749954224	153.8649978638	160.9328509469	178.8949390823	107.8870460548	147.5186147665	148.3715335441
MGC94736	2281.4195598031	692.5900115967	498.6349945068	228.7120228245	2176.5883894841	841.6320079002	2630.9304171223	2060.1388070175
null	1558.1570680454	6670.25	2105.25	3252.1996176064	1348.0675928659	2921.1855613441	1783.6728278538	1754.5751315445
Fgl2	406.862515177	205.189994812	4143.3049316406	850.6589317542	361.3215887386	496.4159053483	446.3247144751	465.7006346535
null	19902.0585626642	122.0350036621	797.0049743652	297.9074615996	33697.5821359643	27666.2886361503	31565.1263893311	25084.6982963842
RGD1306256_predicted	13009.3838596246	5247.9799804688	4191.0949707031	8274.5850994618	8959.2834172393	12199.6529273395	14263.5163984557	11667.7519722048
Ccl28	223.6527080866	379.6800079346	468.0249938965	271.9407535597	301.3634805916	221.119097205	293.3867400868	278.2165309122
Olr1582_predicted	354.9361522505	266.3099899292	521.1249847412	329.028338397	313.8127841173	354.9299078275	516.5331918387	371.7894355734
null	424.3269448708	357.7200012207	287.7400054932	101.2254529587	235.8380030442	268.9670736609	280.4778053597	263.7642767701
null	404.8061206632	190.8799972534	356.8700027466	186.8461421929	338.646026201	311.1153379894	222.3377431173	241.4645382875
Bcl2l12_predicted	619.4239963359	480.3600006104	971.0400085449	515.0032855046	302.6471296673	421.444796732	450.503826249	476.7559034907
RGD1307688	99152.8835131321	76073.5703125	163464.1875	72837.5232154982	115328.999937449	128004.062805306	89624.7493540332	96292.1439822643
Atp5f1	190267.241212335	172367.9296875	119305.3125	163746.178678394	135150.058447169	169516.948220352	177209.253773415	176366.396764888
LOC499463	187.4074316054	160.0849990845	218.6149978638	416.591261347	213.523127273	257.6990708959	235.8377875401	228.5169927248
LOC499839	6578.8634173281	2533.4300537109	3079.4700927734	2427.9114723671	5556.7852620614	3917.1701640504	6609.5173361186	5348.0109323053
Olr1343_predicted	1413.5676702874	1103.7899780274	1935.2100219727	1606.5198696975	1945.4143971621	1557.955320466	1317.6145570855	1430.4933323873
Arntl	2416.3111687943	118.6900024414	451.6350097656	219.5273499705	1420.8215341582	1993.5381063451	3335.0913170638	2337.4892016486
LOC308265	690.2684101394	223.0749969482	391.6649932861	381.7779814037	218.5840337917	254.4048090434	375.4703865595	355.9812245692
Slc4a1ap_predicted	18325.242475406	6347.6149902344	9951.33984375	5278.8876526839	9732.1547514166	16567.6821082105	17334.133112521	15003.1779802122
null	225.5670752071	239.6800003052	167.9949951172	299.8550806899	361.7893014056	212.2293384139	244.2769210973	244.0004357765
Ddo_predicted	2236.4295652801	402.2200012207	239.5350036621	308.2092818581	5241.4100414648	357.0551263465	1509.1444239163	1319.8531916889
LOC309362	955.3414522024	439.6650085449	338.6950073242	3700.944379126	849.7213453324	579.4117406834	975.6009787845	874.3209755523
null	332.1670206768	334.2850036621	270.8700027466	1011.1599742708	863.1428587264	205.7014705563	334.4087790033	327.0898859734
Rps6	15605.4569620518	28429.9599609375	132720.3515625	44483.5880984758	4727.0271812989	12400.3225773517	13141.738472019	13042.7953377747
null	284.6254388813	229.0899963379	708.3350219727	493.1185032707	284.6059248908	257.7647017832	255.7538915736	269.2720465564
null	131.8656113528	202.0149993896	210.7049942017	143.9655191576	127.3229965488	152.0258278544	182.344415218	150.5900128624
LOC502072	171.7494050726	195.7450027466	168.9650001526	139.2377868134	250.6514773483	160.7185465004	161.4696049105	165.3188669208
MGC72973	189960.449679844	277619.984375	1508778.75	270348.556264397	81497.812995075	255202.204245539	242327.10604359	207558.776272006
null	17417.8247855623	1924.1600341797	1938.4949951172	444.4123086114	10747.7105564844	13837.3464912601	15704.5939225668	14189.6915292532
null	6957.5624458509	6071.9499511719	5763.8249511719	7972.4270493402	6540.8972060594	9868.7450286141	7699.0255468878	7392.9473206149
LOC316122	13072.3337652578	10122.3349609375	18524.365234375	48044.0020887655	8746.8957438714	13308.4127704303	11025.0095953028	11982.6321185347
Fxyd6	21719.60143889	116658.54296875	7737.6098632813	6754.493286621	28540.142233234	14142.8983371371	110370.014397493	48103.0131952527
RGD1305975_predicted	13806.5419707713	11968.4150390625	14436.759765625	8783.3277558227	8735.7107392342	18486.1792238906	18705.6288304128	15547.6657786442
null	27564.6421422028	22919.8154296875	24940.515625	14595.156856572	25845.6040866084	33572.1386077082	28116.1180634021	26719.6997169912
RGD1307673_predicted	215.936130904	759.4049835205	423.3699951172	383.4108084281	364.71024507	513.7958673231	386.2162222707	372.2729578254
null	347.7262816818	1367.9800109863	115.7899971008	156.4999766801	205.6691636364	273.2227133136	298.6372626771	271.834922009
null	150.8196342915	157.6350021362	144.3850021362	314.7730717144	244.435495455	167.1907871301	229.6233180018	193.9121232573
